stdPYR
[2.95879247e-04 2.54155219e-04 6.86601061e-05]
stdR
[[2.95998080e-04 2.53037501e-04 7.22198726e-05]]
stdP
[[7.02293911e-05 2.89901584e-05 2.88320922e-05]]
meanPYR
[ 0.06372625 -0.01646969 -0.05923736]
numb. data points
192
Position
[[-0.09609817  0.02843169  0.37942296]
 [-0.09610076  0.02843611  0.37945577]
 [-0.09610928  0.02844022  0.3795021 ]
 [-0.09610767  0.0284364   0.37947974]
 [-0.09611974  0.02843664  0.37948659]
 [-0.09610914  0.02843482  0.3794377 ]
 [-0.09612271  0.0284392   0.37951277]
 [-0.09612071  0.02843208  0.37945781]
 [-0.0961294   0.02842998  0.37947519]
 [-0.09613482  0.02843465  0.37944571]
 [-0.09613839  0.02841936  0.37944684]
 [-0.09615353  0.02842289  0.37944542]
 [-0.09615479  0.02842879  0.37951233]
 [-0.09616453  0.02842728  0.37946119]
 [-0.09616632  0.02841927  0.37946486]
 [-0.09617059  0.02842206  0.37946364]
 [-0.09617314  0.02841266  0.37944435]
 [-0.09618998  0.02842435  0.37949872]
 [-0.09618109  0.02841711  0.37946441]
 [-0.09618998  0.02841767  0.3794675 ]
 [-0.09619262  0.02841247  0.37948286]
 [-0.09620601  0.02841888  0.37949912]
 [-0.09621539  0.02842055  0.37946846]
 [-0.09621257  0.02840827  0.37944038]
 [-0.09621374  0.02841348  0.37946107]
 [-0.09622221  0.02840708  0.37948999]
 [-0.09622433  0.02841543  0.37950892]
 [-0.09622727  0.02841079  0.37949382]
 [-0.09622117  0.02839783  0.37943281]
 [-0.0962343   0.02841168  0.37945487]
 [-0.09623409  0.02840331  0.37946532]
 [-0.0962286   0.02840268  0.37942707]
 [-0.09623826  0.02840655  0.37945172]
 [-0.0962399   0.02840086  0.37946892]
 [-0.09624721  0.02840444  0.37945495]
 [-0.09625722  0.0284093   0.37950737]
 [-0.09624307  0.0283938   0.37942926]
 [-0.09624753  0.02840083  0.37942733]
 [-0.09625573  0.02840095  0.37942338]
 [-0.09625946  0.02840134  0.37944444]
 [-0.09625618  0.02839312  0.37945132]
 [-0.09625223  0.0283971   0.37941659]
 [-0.09626154  0.0283947   0.37944671]
 [-0.09626346  0.02839504  0.37942823]
 [-0.0962717   0.02839774  0.37950376]
 [-0.09627242  0.02838843  0.37948232]
 [-0.09627515  0.02839089  0.37944827]
 [-0.09627346  0.02839339  0.37942774]
 [-0.0962752   0.02840241  0.37946164]
 [-0.09627938  0.02839527  0.37943501]
