stdPYR
[0.00045725 0.00041998 0.00011195]
stdR
[[0.00047429 0.0003998  0.00011289]]
stdP
[[7.15182142e-05 1.58128279e-04 3.44151747e-05]]
meanPYR
[ 0.07929164 -0.03284577 -0.18547086]
numb. data points
183
Position
[[-0.09700564  0.03964403  0.37749527]
 [-0.09701211  0.03963605  0.37748128]
 [-0.09701207  0.03963866  0.37749758]
 [-0.09701663  0.03965328  0.37747085]
 [-0.09701771  0.03965508  0.37752612]
 [-0.09702072  0.03966593  0.3775372 ]
 [-0.09701673  0.03966004  0.37750954]
 [-0.09701807  0.03965561  0.37745731]
 [-0.09702155  0.03965494  0.37746515]
 [-0.09702604  0.03966041  0.37746248]
 [-0.09703745  0.03966259  0.37748509]
 [-0.09704538  0.03964871  0.37750915]
 [-0.09704116  0.03963058  0.37744045]
 [-0.09705227  0.03964644  0.3775182 ]
 [-0.09706298  0.0396328   0.37747462]
 [-0.09706374  0.03963607  0.37746782]
 [-0.09707894  0.03964002  0.3775511 ]
 [-0.09706887  0.03963789  0.37745958]
 [-0.09708208  0.03965491  0.37749226]
 [-0.0970896   0.03964261  0.37754095]
 [-0.09709168  0.03964438  0.37748322]
 [-0.09709266  0.03963702  0.37748084]
 [-0.09710516  0.03962405  0.37748946]
 [-0.09710048  0.03962826  0.37747288]
 [-0.09710317  0.03962673  0.37746353]
 [-0.09712158  0.03963455  0.37753101]
 [-0.09710463  0.03962291  0.37745154]
 [-0.0971182   0.03963006  0.37747598]
 [-0.09712785  0.0396327   0.37754234]
 [-0.09712717  0.03962417  0.37751847]
 [-0.09712847  0.03962062  0.37751942]
 [-0.09712473  0.03962269  0.37748433]
 [-0.09713368  0.03962015  0.37753102]
 [-0.0971271   0.03961098  0.37750055]
 [-0.09713597  0.03960942  0.37750649]
 [-0.0971384   0.03961071  0.37749304]
 [-0.0971387   0.03961042  0.37752632]
 [-0.09713892  0.03961147  0.3775286 ]
 [-0.09714146  0.03959663  0.37745327]
 [-0.09715033  0.03960946  0.37750034]
 [-0.09714698  0.0396168   0.37749782]
 [-0.09715488  0.03961792  0.37755353]
 [-0.09716711  0.03963204  0.37756476]
 [-0.09715285  0.03961988  0.37749193]
 [-0.09715098  0.03960025  0.37748606]
 [-0.09715884  0.0396067   0.37749359]
 [-0.09716669  0.03959709  0.37754931]
 [-0.09716567  0.03959927  0.37753631]
 [-0.0971759   0.03957366  0.3774811 ]
 [-0.09717318  0.03958359  0.37745939]
 [-0.0971752   0.03959102  0.37749256]
 [-0.09717323  0.03960635  0.3775254 ]
 [-0.09717556  0.03961135  0.37752587]
 [-0.09718274  0.03962135  0.37753157]
 [-0.09718212  0.03961029  0.3775394 ]
 [-0.09719056  0.03961778  0.37755358]
 [-0.09718377  0.03960636  0.3775505 ]
 [-0.09718504  0.03961115  0.37750118]
 [-0.09719077  0.0396196   0.3775145 ]
 [-0.0971752   0.03960633  0.37748949]
 [-0.09717828  0.03959252  0.37749617]
 [-0.09719511  0.03958994  0.37753531]
 [-0.09718843  0.03960692  0.37754248]
 [-0.09718714  0.03959248  0.37751974]
 [-0.09720109  0.03959497  0.37751389]
 [-0.09719958  0.03960457  0.3775378 ]
 [-0.09719767  0.03960409  0.37751918]
 [-0.0971955   0.03959671  0.37751727]
 [-0.09720483  0.0395938   0.37753354]
 [-0.09720619  0.03961199  0.37751854]
 [-0.09721622  0.03961467  0.37756273]
 [-0.09721267  0.03961932  0.37754203]
 [-0.09720301  0.03963609  0.37754724]
 [-0.09720718  0.03963062  0.37754353]
 [-0.09720529  0.03961416  0.37750649]
 [-0.09720012  0.03959923  0.37751767]
 [-0.09721579  0.03963054  0.37756655]
 [-0.09721328  0.03962515  0.37752808]
 [-0.0972114   0.03961747  0.37753348]
 [-0.09721692  0.03961197  0.37752175]
 [-0.09721462  0.03962927  0.37752814]
 [-0.09721747  0.03963203  0.37754757]
 [-0.09720551  0.03961618  0.37751093]
 [-0.09721039  0.03962353  0.37751474]
 [-0.09721143  0.03962953  0.37750865]
 [-0.09722089  0.039625    0.37751099]
 [-0.0972147   0.03963248  0.37755987]
 [-0.09722818  0.03965414  0.37757706]
 [-0.09721516  0.03966044  0.37755962]
 [-0.09721666  0.03965329  0.37754415]
 [-0.09720964  0.03964114  0.37753482]
 [-0.09722746  0.03967323  0.37761756]
 [-0.09720425  0.03965331  0.37753829]
 [-0.09721757  0.03965302  0.3775881 ]
 [-0.0972185   0.03965497  0.37756264]
 [-0.09722395  0.03965054  0.377511  ]
 [-0.09721642  0.03966133  0.37753508]
 [-0.0972233   0.03968229  0.37759023]
 [-0.09722406  0.03965147  0.37750556]
 [-0.09722452  0.03965557  0.37754541]
 [-0.09722758  0.03966086  0.37756579]
 [-0.09722788  0.03965333  0.37751752]
 [-0.0972365   0.03965022  0.37757448]
 [-0.09723442  0.0396575   0.37754713]
 [-0.0972287   0.03965903  0.37758181]
 [-0.09722143  0.03965581  0.3774867 ]
 [-0.09723612  0.03967024  0.37758612]
 [-0.09722885  0.03966111  0.37755702]
 [-0.09723115  0.03966225  0.37753887]
 [-0.09723234  0.03965372  0.37755207]
 [-0.09724211  0.03965142  0.37759841]
 [-0.09723482  0.03964637  0.37756529]
 [-0.09723643  0.03964791  0.3775466 ]
 [-0.09723074  0.03965099  0.37756297]
 [-0.0972335   0.03965057  0.37758493]
 [-0.09723319  0.03964255  0.37752967]
 [-0.09723682  0.03963929  0.37757392]
 [-0.09724315  0.03964381  0.37758244]
 [-0.09723774  0.03963645  0.37752915]
 [-0.0972444   0.03964564  0.3775548 ]
 [-0.09723596  0.03964909  0.37756164]
 [-0.09724227  0.03963967  0.37756701]
 [-0.09724052  0.03963333  0.37756146]
 [-0.09724741  0.03963129  0.377523  ]
 [-0.09724346  0.03962999  0.37751418]
 [-0.09724594  0.03961889  0.37756258]
 [-0.09725344  0.03962843  0.3775874 ]
 [-0.09724675  0.03962126  0.37752471]
 [-0.09724466  0.03963338  0.37753533]
 [-0.09723959  0.0396348   0.37751524]
 [-0.09724717  0.03963556  0.37755677]
 [-0.09724067  0.03963108  0.37751246]
 [-0.09724945  0.03962658  0.3775777 ]
 [-0.09725153  0.03962664  0.37753435]
 [-0.09726426  0.03963099  0.37758059]
 [-0.09725099  0.03962239  0.37753296]
 [-0.09725994  0.03961275  0.37755142]
 [-0.09726636  0.03962332  0.37756439]
 [-0.09726024  0.03963701  0.3775786 ]
 [-0.09725339  0.03964406  0.37755675]
 [-0.09725058  0.03963485  0.37754774]
 [-0.09725663  0.03963821  0.3775454 ]
 [-0.09725056  0.03963618  0.3775237 ]
 [-0.09726452  0.03962799  0.37752865]
 [-0.09725935  0.03962833  0.377518  ]
 [-0.09725928  0.0396298   0.37755006]
 [-0.09725587  0.03962517  0.37755733]
 [-0.09726035  0.0396316   0.37751291]
 [-0.09725739  0.03963301  0.37751405]
 [-0.09727162  0.03963046  0.37754767]
 [-0.09726094  0.03962378  0.37752605]
 [-0.09726373  0.03963786  0.37754681]
 [-0.09725742  0.0396213   0.3775208 ]
 [-0.0972602   0.03963289  0.37753553]
 [-0.09726843  0.0396207   0.37753723]
 [-0.09727013  0.0396196   0.37754185]
 [-0.09726863  0.03961591  0.37752373]
 [-0.09727735  0.03963356  0.37758858]
 [-0.0972737   0.03964518  0.37749678]
 [-0.09726027  0.03966789  0.37755304]
 [-0.09727258  0.03966906  0.37760275]
 [-0.09726175  0.0396611   0.37755537]
 [-0.09727466  0.03965628  0.37755797]
 [-0.09726963  0.03962904  0.37758124]
 [-0.09727527  0.0396475   0.37753162]
 [-0.09728075  0.03967968  0.37753748]
 [-0.09728292  0.03972081  0.37757758]
 [-0.09727114  0.03978571  0.37758855]
 [-0.09726393  0.03985872  0.37756307]
 [-0.09724359  0.04017933  0.37753063]
 [-0.09726851  0.04022281  0.37757151]
 [-0.09726187  0.04021767  0.37753998]
 [-0.09726424  0.04022774  0.37758137]
 [-0.09725924  0.0402212   0.37751831]
 [-0.09725857  0.04022614  0.37755171]
 [-0.09726941  0.04023032  0.37755869]
 [-0.09726501  0.04022195  0.37752181]
 [-0.09725829  0.04022174  0.37750927]
 [-0.09725698  0.04021501  0.37749193]
 [-0.09725911  0.04021791  0.37747869]
 [-0.09727201  0.04022297  0.37755066]
 [-0.09727087  0.04022538  0.37753168]
 [-0.09725824  0.04022138  0.37748194]]
PitchYawRoll
[[ 0.0799311  -0.03189142 -0.18545425]
 [ 0.0802264  -0.03149946 -0.18543716]
 [ 0.0799694  -0.03195403 -0.18539766]
 [ 0.08037891 -0.03168765 -0.18544621]
 [ 0.07949674 -0.03156991 -0.18546952]
 [ 0.07983378 -0.03134559 -0.18555265]
 [ 0.07994369 -0.03153976 -0.18549066]
 [ 0.08008994 -0.03207868 -0.18544895]
 [ 0.07985568 -0.03195559 -0.18551628]
 [ 0.0800609  -0.03223107 -0.18548043]
 [ 0.07992983 -0.03190833 -0.18550032]
 [ 0.07940756 -0.03182791 -0.18546356]
 [ 0.07990988 -0.03230654 -0.18536018]
 [ 0.07953879 -0.0322208  -0.18543698]
 [ 0.07957125 -0.03239308 -0.18537126]
 [ 0.07974615 -0.03221288 -0.18543763]
 [ 0.07906941 -0.03186198 -0.18552715]
 [ 0.07957068 -0.03249128 -0.18540481]
 [ 0.07951202 -0.03268495 -0.18546976]
 [ 0.07928035 -0.03215308 -0.1853816 ]
 [ 0.07967411 -0.03278431 -0.18547166]
 [ 0.07931103 -0.03279968 -0.18541705]
 [ 0.07939024 -0.03230595 -0.18541517]
 [ 0.07976137 -0.03284513 -0.18536757]
 [ 0.07947873 -0.03280752 -0.18545258]
 [ 0.07905207 -0.032155   -0.18544129]
 [ 0.07946077 -0.03313948 -0.18534107]
 [ 0.07955383 -0.03312985 -0.18546319]
 [ 0.07906799 -0.03196998 -0.18547747]
 [ 0.07882788 -0.03307077 -0.18543074]
 [ 0.0796164  -0.03240094 -0.18546748]
 [ 0.0794779  -0.03249006 -0.18545157]
 [ 0.0790814  -0.0327841  -0.18546531]
 [ 0.07940334 -0.03268454 -0.18539993]
 [ 0.07940398 -0.03280231 -0.18542787]
 [ 0.07939804 -0.03285019 -0.18545003]
