stdPYR
[4.56744833e-04 2.81074137e-04 5.83762539e-05]
stdR
[[4.46934680e-04 2.98115476e-04 6.12291856e-05]]
stdP
[[6.76285634e-05 1.05269466e-04 3.11957345e-05]]
meanPYR
[0.0458576  0.01809175 0.22920194]
numb. data points
184
Position
[[-0.08898543  0.0025359   0.38334336]
 [-0.08899648  0.00250702  0.38337363]
 [-0.08899588  0.00248567  0.38335259]
 [-0.08900296  0.00250417  0.38337171]
 [-0.08898406  0.00251327  0.38335308]
 [-0.08898514  0.00251008  0.3833054 ]
 [-0.08899288  0.00251353  0.38332335]
 [-0.08900033  0.00252947  0.38332004]
 [-0.08898522  0.0025684   0.38328472]
 [-0.08898542  0.00265528  0.38326468]
 [-0.08899937  0.00271297  0.38327822]
 [-0.08899374  0.00278985  0.38327647]
 [-0.08901232  0.00285016  0.38327685]
 [-0.08901563  0.00289018  0.38331823]
 [-0.08902289  0.00290639  0.38332389]
 [-0.08901657  0.00299324  0.38335359]
 [-0.08901506  0.00300978  0.38332733]
 [-0.08901697  0.00299162  0.38332561]
 [-0.08902747  0.00300576  0.38334367]
 [-0.0890189   0.00300854  0.38328913]
 [-0.08902494  0.00300651  0.38331738]
 [-0.08903275  0.00300394  0.38330677]
 [-0.08904121  0.00300456  0.38331297]
 [-0.08904758  0.00301145  0.38332866]
 [-0.08905944  0.00301624  0.38336497]
 [-0.08905848  0.00301015  0.38333069]
 [-0.0890561   0.00300691  0.38333204]
 [-0.08906427  0.00300916  0.38331141]
 [-0.08906465  0.00300914  0.38333407]
 [-0.08906756  0.00300851  0.38332401]
 [-0.08906856  0.00299782  0.38329274]
 [-0.08907327  0.00300469  0.38329511]
 [-0.08907013  0.00299623  0.3832918 ]
 [-0.08908008  0.00299537  0.38328   ]
 [-0.08907908  0.00299919  0.3832894 ]
 [-0.08909038  0.00299305  0.3833456 ]
 [-0.08908999  0.00299781  0.38332652]
 [-0.08908737  0.00298492  0.38334811]
 [-0.0891008   0.00299731  0.38335476]
 [-0.08910642  0.00298795  0.38332786]
 [-0.08909781  0.00298425  0.38329293]
 [-0.08909981  0.0029822   0.38327801]
 [-0.08910269  0.00298405  0.38332199]
 [-0.08910514  0.00298599  0.38331457]
 [-0.08910113  0.00297782  0.38324793]
 [-0.08910571  0.00297928  0.38333079]
 [-0.08911019  0.00298052  0.38333189]
 [-0.0891149   0.00298467  0.38330693]
 [-0.08911915  0.00298111  0.38334003]
 [-0.08912245  0.00298452  0.38330049]
 [-0.0891121   0.00298349  0.38326425]
 [-0.08912073  0.0029878   0.38330229]
 [-0.0891132   0.00298069  0.38329776]
 [-0.08912733  0.00298925  0.38334122]
 [-0.08913044  0.00299796  0.38331867]
 [-0.08912048  0.00298286  0.38330734]
 [-0.08913781  0.00298493  0.38334561]
 [-0.08912944  0.00298923  0.38334126]
 [-0.08913178  0.00298612  0.38328921]
 [-0.08913096  0.00297906  0.38334588]
 [-0.08913422  0.00298646  0.38333519]
 [-0.08913898  0.0029923   0.38330113]
 [-0.08913701  0.00299761  0.38331555]
 [-0.08914088  0.002988    0.38331183]
 [-0.08913861  0.0029927   0.38331385]
 [-0.08913749  0.00299848  0.38332645]
 [-0.08913973  0.00298846  0.38332009]
 [-0.08914255  0.00299652  0.38332255]
 [-0.08914061  0.00298993  0.38329811]
 [-0.08913988  0.00299643  0.38329651]
 [-0.08913994  0.00299068  0.38326617]
 [-0.08914906  0.00299256  0.38331688]
 [-0.08914547  0.00299619  0.38332175]
 [-0.08914617  0.00299108  0.38329813]
 [-0.08915167  0.00299442  0.38334113]
 [-0.08915347  0.00299345  0.38330911]
 [-0.08914982  0.00299215  0.38329468]
 [-0.08915144  0.00299611  0.38333327]
 [-0.08915674  0.00299821  0.38329784]
 [-0.0891532   0.00300307  0.38333375]
 [-0.08915422  0.00300356  0.38330376]
 [-0.08914852  0.00299057  0.38327444]
 [-0.08916699  0.0029988   0.38336358]
 [-0.08915806  0.003003    0.38332909]
 [-0.08916816  0.00299705  0.38336176]
 [-0.08915639  0.00299044  0.38328739]
 [-0.0891561   0.00298884  0.38330281]
 [-0.08915771  0.00298716  0.38331212]
 [-0.08915599  0.00298924  0.38331315]
 [-0.08915878  0.00298882  0.38333688]
 [-0.08915657  0.0029909   0.38330168]
 [-0.08916217  0.00298735  0.38333029]
 [-0.08916311  0.00299619  0.38337146]
 [-0.08912874  0.00301412  0.38338136]
 [-0.08897291  0.00294278  0.38327086]
 [-0.08896524  0.00295093  0.38323048]
 [-0.08896593  0.00294145  0.38325826]
 [-0.08897334  0.00295273  0.38328917]
 [-0.08896747  0.00294494  0.38326713]
 [-0.08897048  0.0029506   0.38324631]
 [-0.08896937  0.00294883  0.38327545]
 [-0.08897088  0.00294952  0.38327767]
 [-0.08897388  0.00295381  0.38331909]
 [-0.08896628  0.00295455  0.38324675]
 [-0.08897295  0.00295554  0.38327775]
 [-0.08897012  0.00295253  0.38324677]
 [-0.08896894  0.00295588  0.38326826]
 [-0.08898135  0.00296015  0.38331793]
 [-0.08897226  0.0029575   0.38329122]
 [-0.08897283  0.00295899  0.38328679]
 [-0.08897507  0.00295895  0.38327868]
 [-0.08897397  0.0029599   0.3832719 ]
 [-0.0889785   0.00296044  0.38328587]
 [-0.0889788   0.00296538  0.38329049]
 [-0.08897059  0.00295521  0.38328387]
 [-0.08897404  0.00295538  0.3832588 ]
 [-0.08897797  0.00296041  0.38330441]
 [-0.08897946  0.00296269  0.383264  ]
 [-0.08897835  0.00295742  0.38329207]
 [-0.08897387  0.00295704  0.3832871 ]
